id,dataset,text,oracle
213,OrtuJIRA_test_0,Integrated in Syncope-ROLE_PROVISIONING #4 (See [https://builds.apache.org/job/Syncope-ROLE_PROVISIONING/4/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤[SYNCOPE-173][SYNCOPE-219] (Additional) Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408258) [SYNCOPE-173][SYNCOPE-219] Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408249) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤Result = SUCCESS ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ContentLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/role * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeEntitiesVariableType.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSession.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSessionFactory.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiDelegate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AutoActivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Delete.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/GenerateToken.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Update.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/userWorkflow.bpmn20.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties,0
214,OrtuJIRA_test_0,thanks Malith for your contribution...patch committed under rev. 1326522,1
215,OrtuJIRA_test_0,Fixed in the trunk and branch,0
216,OrtuJIRA_test_0,Thanks for the patch,1
217,OrtuJIRA_test_0,Resolved in Version 1.2_QA_B1 . Therefore will be closing the issue,0
218,OrtuJIRA_test_0,Fixed in both the current trunk and 1.2.x branch,1
219,OrtuJIRA_test_0,Fixed.,0
220,OrtuJIRA_test_0,Fixed in nightly build 20010612. Will be fixed in Struts 1.0 final.,0
221,OrtuJIRA_test_0,Each instance in SQL Server gets its own port number. As long as the port number for the SQLExpress instance is accurate it should work okay.,0
222,OrtuJIRA_test_0,Closing as fixed.,0
223,OrtuJIRA_test_0,After the changes the error no longer appears in nightly build results. Closing as Fixed.,0
224,OrtuJIRA_test_0,The tests have been added,0
225,OrtuJIRA_test_0,Fixed with the referenced change.,0
226,OrtuJIRA_test_0,Marking as Resolved in 4.2.0 ?Ãµ?Ã­ I couldn't reproduce it even there. Will close once we create a regression test,0
227,OrtuJIRA_test_0,All third party repos are removed for released artifacts. The only exception is the metaxa engine which will be excluded from the release.,0
228,OrtuJIRA_test_0,rules/,0
229,OrtuJIRA_test_0,Build on Windows looks also okay but there are still other problem loading the model data for the entity hub.,0
230,OrtuJIRA_test_0,Looks like STANBOL-258 describes the same Issue.,0
231,OrtuJIRA_test_0,Fixed in revision 1073288,0
232,OrtuJIRA_test_0,Example RequestDocumentor output for the StatelessEngineTest,0
233,OrtuJIRA_test_0,Committing to https://svn.apache.org/repos/asf/mina/sshd/trunk ... M sshd-core/src/main/java/org/apache/sshd/client/UserAuth.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthAgent.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPassword.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPublicKey.java M sshd-core/src/main/java/org/apache/sshd/client/session/ClientSessionImpl.java M sshd-core/src/main/java/org/apache/sshd/common/Session.java M sshd-core/src/main/java/org/apache/sshd/common/session/AbstractSession.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/channel/ChannelSession.java M sshd-core/src/main/java/org/apache/sshd/server/command/ScpCommand.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/session/ServerSession.java Committed r1039541,0
234,OrtuJIRA_test_0,I haven't seen any bad behavior. I was using open ssh to test this. I used the escape character,0
235,OrtuJIRA_test_0,The aborted build for hadoop 100 profile seems to be some sort of Jenkins issue.,0
236,OrtuJIRA_test_0,Failure on profile 200 is expected and will be handled by SQOOP-731.,0
237,OrtuJIRA_test_0,[branch_4x commit] Shalin Shekhar Mangar http://svn.apache.org/viewvc?view=revision&revision=1444786 SOLR-4426: NRTCachingDirectoryFactory does not initialize maxCachedMB and maxMergeSizeMB if <directoryFactory> is not present in solrconfig.xml,0
238,OrtuJIRA_test_0,[branch_4x commit] Mark Robert Miller http://svn.apache.org/viewvc?view=revision&revision=1427873 SOLR-4254: Harden the 'leader requests replica to recover' code path.,0
239,OrtuJIRA_test_0,The commit tag bot is neat!,1
240,OrtuJIRA_test_0,Fix committed as part of SOLR-4134.,0
241,OrtuJIRA_test_0,[branch_4x commit] Michael McCandless http://svn.apache.org/viewvc?view=revision&revision=1390137 SOLR-3879: don't ship servlet-api*.jar,0
242,OrtuJIRA_test_0,committed to 4.x and 5.x,0
243,OrtuJIRA_test_0,build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x,0
244,OrtuJIRA_test_0,removing fixVersion=4.0 since there is no evidence that anyone is currently working on this issue. (this can certainly be revisited if volunteers step forward),0
245,OrtuJIRA_test_0,Hoss,0
246,OrtuJIRA_test_0,I hope someone can fix this,-1
247,OrtuJIRA_test_0,I do have some interest in working on this,0
248,OrtuJIRA_test_0,Thanks Alexey,1
249,OrtuJIRA_test_0,The other precedences are OK,-1
250,OrtuJIRA_test_0,Variables specified in data config are also resolved with system properties so there is no reason anymore to configure DIH via solrconfig. Hence,0
251,OrtuJIRA_test_0,bulk close for 3.4,0
252,OrtuJIRA_test_0,bulk close for 3.4,0
253,OrtuJIRA_test_0,@Noble Paul I cooked something resembling a backport here SOLR-3079,0
254,OrtuJIRA_test_0,Bulk close for Solr 1.4,0
255,OrtuJIRA_test_0,Ah,1
256,OrtuJIRA_test_0,commited a while back,0
257,OrtuJIRA_test_0,This bug was modified as part of a bulk update using the criteria... Marked 'Resolved' and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.3 as of today 2008-03-15 The Fix Version for all 29 issues found was set to 1.3,0
258,OrtuJIRA_test_0,closing.,0
259,OrtuJIRA_test_0,This bug was modified as part of a bulk update using the criteria... Marked ('Resolved' or 'Closed') and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.1 The Fix Version for all 38 issues found was set to 1.1,0
260,OrtuJIRA_test_0,Thanks for the patch J?Ã¥_rgen. Revision 1028760.,1
261,OrtuJIRA_test_0,The fix for SMXCOMP-759 also resolve this issue,0
262,OrtuJIRA_test_0,Fixed in http://svn.apache.org/viewvc?view=revision&revision=1210845,0
263,OrtuJIRA_test_0,please apply these two patches in the $SMX4.0/runtime/trunk & $SMX4.0/nmr/trunk respectively. As Guillaume's mentioned above: Define a deploymentListener in the filemonitor module. Define a JBI artifactDeployment Listener for dealing with JBI artifact,0
264,OrtuJIRA_test_0,resolved,0
265,OrtuJIRA_test_0,Very nice,1
266,OrtuJIRA_test_0,Fixed. Sorry for long waiting. I didn't find the time. Author: tterm Date: Mon Jul 21 01:53:35 2008 New Revision: 678365 URL: http://svn.apache.org/viewvc?rev=678365&view=rev Log: Preserving or configuring content-type of http-header Modified: servicemix/smx3/branches/servicemix-3.2/deployables/bindingcomponents/servicemix-http/src/main/java/org/apache/servicemix/http/HttpEndpoint.java servicemix/smx3/branches/servicemix-3.2/deployables/bindingcomponents/servicemix-http/src/main/java/org/apache/servicemix/http/processors/ProviderProcessor.java,-1
267,OrtuJIRA_test_0,Committed to the 3.2 branch via revision 634707 and to the trunk (3.3) via revision 634714.,0
268,OrtuJIRA_test_0,I forgot servicemix-soap on the 3.2 branch: http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657762 And also added it to the trunk http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657764 http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657765,0
269,OrtuJIRA_test_0,Updated the binding components' parent pom.xml http://svn.apache.org/viewvc?view=rev&revision=557983,0
270,OrtuJIRA_test_0,Please be informed that I am no longer accessible through this email address. Pls refrain from sending further messages. I will just personally contact you with my new email address. For any concerns / issues / inputs relating to your transactions with Exist,0
271,OrtuJIRA_test_0,The fix currently transform the input source to a DOMSource. We could also handle differently a SAXSource.,0
272,OrtuJIRA_test_0,I really meant to remove this functionality: What is the use for it anyway ? It doesn't hurt today (except for a few bytes eaten) but it may be confusing. So,-1
273,OrtuJIRA_test_0,If I see it correctly,-1
274,OrtuJIRA_test_0,Close after release,0
275,OrtuJIRA_test_0,Linked the API docs from the main navigation which completes this task for now.,0
276,OrtuJIRA_test_0,Additional fixes in Rev. 737663 and fixing the jcrapp module in Rev. 737664 completes this issue.,0
277,OrtuJIRA_test_0,Tested this fix with two servlet containers (Jetty and Day Servlet Engine) as well as with Firefox 2 on Linux and Windows and Firefox 3 (Windows),0
278,OrtuJIRA_test_0,It seems that this enhancement is atm out of scope for Sling - therefore closing this bug.,0
279,OrtuJIRA_test_0,Closing all resolved issues due to a successful 1.0.0-incubating release,0
280,OrtuJIRA_test_0,resolved.,0
281,OrtuJIRA_test_0,resolved -- changed DEFAULT_TTL to defaultTtl to reflect it not being a constant any more..,0
282,OrtuJIRA_test_0,Applied patch from Jasvir. Also corrected case error in Enum type in Java,0
283,OrtuJIRA_test_0,Awesome. I actually did find two more non-code files - the readme docs in java/social-api/ and have added them as deletes to my client. Good to know it checks out with you though. Unless anybody objects I'll submit this relatively soon.,1
284,OrtuJIRA_test_0,Looks good,1
285,OrtuJIRA_test_0,Applied in r648154. Thanks!,1
286,OrtuJIRA_test_0,Closing this one since it doesn't fit in with the current caja integration anymore.,0
287,OrtuJIRA_test_0,Chain 1.2 is now available in the m2 repo. Updated patches to include logging 1.1.1 and scxml 0.8,0
288,OrtuJIRA_test_0,[[ Old comment,0
289,OrtuJIRA_test_0,Ok,0
290,OrtuJIRA_test_0,Hi Dave,-1
291,OrtuJIRA_test_0,Refactoring out common code into a parent processing class for ack request/close/terminate,0
292,OrtuJIRA_test_0,merged into piper commit d5b96f571c6c43c9e42dfdc78fd906b6b5254e67,0
293,OrtuJIRA_test_0,Cool. Thanks for considering my bug report!,1
294,OrtuJIRA_test_0,This was done long ago and is now in trunk and ready for release,0
295,OrtuJIRA_test_0,Closed issues related to Roller 5.0 release.,0
296,OrtuJIRA_test_0,Closing resolved/won't fix issues.,0
297,OrtuJIRA_test_0,Closed issues related to Roller 5.0 release.,0
298,OrtuJIRA_test_0,Closing all resolved/fixed issues of already released versions of Roller.,0
299,OrtuJIRA_test_0,The macro is also deprecated now,0
300,OrtuJIRA_test_0,Closing resolved but not fixed (i.e.,0
301,OrtuJIRA_test_0,Confirmed with Dave that this can be closed.,0
302,OrtuJIRA_test_0,Also fixed in main 0.9.7 branch,0
303,OrtuJIRA_test_0,Issue fixed.,0
304,OrtuJIRA_test_0,Fixed,1
305,OrtuJIRA_test_0,Thanks Marijan,0
306,OrtuJIRA_test_0,Closing old resolved issues,0
307,OrtuJIRA_test_0,Test log,0
308,OrtuJIRA_test_0,Rejected for 0.20. Allow me to clarify my position. I was prepared to accept this for 0.20. Right or wrong,-1
309,OrtuJIRA_test_0,Now merged to the 0.20 release branch.,0
310,OrtuJIRA_test_0,Committed to 0.18 branch r1366206,0
311,OrtuJIRA_test_0,The above commits were approved by Justin on the dev list,0
312,OrtuJIRA_test_0,Changes merged to the 0.16 branch,0
313,OrtuJIRA_test_0,Looks like patch failed QA due to lack of tests. Are there existing tests for the shell? At a glance I couldn't find any.,0
314,OrtuJIRA_test_0,This patch just removes the lines of code that send the second NEWLEADER quorum packet. The first packet is sent with: leaderLastZxid = leader.startForwarding(this updates),0
315,OrtuJIRA_test_0,Committed to trunk. Thanks Edward.,1
316,OrtuJIRA_test_0,Rakesh  The patch looks good to me. Ill wait for hudson to check this in. We are good to go for 3.4 RC now! Thanks Rakesh!,1
317,OrtuJIRA_test_0,Just committed this to trunk and 3.4 branch. Thanks Rakesh!,1
318,OrtuJIRA_test_0,Sorry I meant ZOOKEEPER-1239.,-1
319,OrtuJIRA_test_0,Added license headers.,0
320,OrtuJIRA_test_0,I just committed this. Thanks pat!,1
321,OrtuJIRA_test_0,No this was on 3.3.3 (sorry I should have mentioned that before).  That's great to know thanks!,1
322,OrtuJIRA_test_0,"""Vishal Kher to Benjamin Camille  9:38 AM (54 minutes ago)",1
323,OrtuJIRA_test_0,Trying again.,0
324,OrtuJIRA_test_0,zoo_multi and zoo_amulti crash for the same reason.  Made some local fixes here.,0
325,OrtuJIRA_test_0,I am not sure how the build system check for ant tar failed.  It appears to be working from the console output.,0
326,OrtuJIRA_test_0,Thanks for the clarification. I will reintroduce separate data structure for LEADING/FOLLOWING notifications.,1
327,OrtuJIRA_test_0,same path as ZOOKEEPER-794_4.patch.txt but strip the path prefix added by Git.,0
328,OrtuJIRA_test_0,You're right I didn't check what the warning was about and assumed it was due to your patch. Resubmitting it.  And yes I'll create a jira for the findbugs warning.,0
329,OrtuJIRA_test_0,Henry you do need an instance of QCM to get the listener but you don't need the listener because you're using LE.   I'm uploading a patch in which I have commented out some lines of the new test you wrote. This is how I think it should look like. If you agree please remove those lines and submit a new patch.  Note that I have also changed the leader election parameter in the new instance of QuorumPeer in mockServer to 0.,0
330,OrtuJIRA_test_0,bq. 1)  Sorry didn't create a patch for the README since it was a small change it is included in this patch with the comment revision.,-1
331,OrtuJIRA_test_0,I just committed this. thanks steven!,1
332,OrtuJIRA_test_0,Hi Benjamin. Did you actually take a look at the attached MANIFEST.MF? Are the import and export statements in there correct? What is in the XML above is just the maven-bundle-plugin/BND instructions to create the exact list by introspection :) If you think it would be better to explicitly list everything when creating the manifest please state what you would like to see in there.,1
333,OrtuJIRA_test_0,Committed revision 777662.,0
334,OrtuJIRA_test_0,I just committed this. thanks flavio.,1
335,OrtuJIRA_test_0,I just committed this. Thanks pat.,1
